state	year	agency	scode	area	po-total	ps-popgw	ps-popsw	ps-popto	ps-wgwfr	ps-wswfr	ps-wtofr	ps-wgwsa	ps-wswsa	ps-wsato	ps-total	ps-loss	ps-deliv	ps-prcap	ps-facil	ps-facdb	co-wgwfr	co-wswfr	co-wtotl	co-psdel	co-total	co-cuse	do-sspop	do-ssgwf	do-ssswf	do-sstot	do-sspcp	do-pspop	do-psdel	do-pspcp	do-total	do-cuse	in-wgwfr	in-wgwsa	in-wgwto	in-wswfr	in-wswsa	in-wswto	in-wtofr	in-wtosa	in-wtotl	in-recww	in-psdel	in-total	in-cufr	in-cusal	in-cuse	in-facil	in-facdb	pt-wgwfr	pt-wswfr	pt-wswsa	pt-wswto	pt-frtot	pt-wtotl	pt-psdel	pt-total	pt-cufr	pt-cusal	pt-cuse	pt-power	pt-facil	pt-facdb	pf-wgwfr	pf-wswfr	pf-wswsa	pf-wswto	pf-frtot	pf-wtotl	pf-psdel	pf-total	pf-cufr	pf-cusal	pf-cuse	pf-power	pf-facil	pf-facdb	pg-wgwfr	pg-wgwsa	pg-wtotl	pg-cufr	pg-cusal	pg-power	pg-facil	pg-facdb	pn-wgwfr	pn-wswfr	pn-wswsa	pn-wswto	pn-frtot	pn-wtotl	pn-psdel	pn-total	pn-cufr	pn-cusal	pn-cuse	pn-power	pn-facil	pn-facdb	mi-wgwfr	mi-wgwsa	mi-gwtot	mi-wswfr	mi-wswsa	mi-swtot	mi-frtot	mi-satot	mi-total	mi-cufr	mi-cusal	mi-cuse	ls-gwtot	ls-swtot	ls-total	ls-cuse	la-gwtot	la-swtot	la-total	la-cuse	lv-gwtot	lv-swtot	lv-total	lv-cuse	ir-wgwfr	ir-wswfr	ir-recww	ir-frtot	ir-spray	ir-flood	ir-irrig	ir-convy	ir-cuse	hy-total	hy-power	hy-facil	hy-facdb	ww-facpu	ww-facot	ww-facil	ww-retrn	ww-facdb	ww-recww	re-evap	re-area	to-gwfr	to-gwsal	to-gwtot	to-swfr	to-swsal	to-swtot	to-frtot	to-satot	to-total	to-recww	to-cufr	to-cusal	to-cuse	to-convy
AL	1985	USGS	01	021	31.40	8.99	12.80	21.79	1.42	1.43	2.85	0.00	0.00	0.00	2.85	0.00	2.85	130.79	0.00	0.00	0.04	0.00	0.04	0.29	0.33	0.07	9.61	0.72	0.00	0.72	74.92	21.79	2.25	103.26	2.97	0.88	0.00	0.00	0.00	0.97	0.00	0.97	0.97	0.00	0.97	0.00	0.31	1.28	0.28	0.00	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.45	0.31	0.76	0.45	0.00	0.00	0.00	0.00	0.45	0.31	0.76	0.45	0.17	0.22	0.00	0.39	0.65	0.00	0.65	0.00	0.29	10619.62	702.24	0.00	0.00	2.00	0.00	2.00	0.68	0.00	0.00	0.00	0.00	2.80	0.00	2.80	2.93	0.00	2.93	5.73	0.00	5.73	0.00	1.97	0.00	1.97	0.00
AL	1985	USGS	01	023	17.10	8.90	0.00	8.90	0.54	0.00	0.54	0.00	0.00	0.00	0.54	0.00	0.54	60.67	0.00	0.00	0.01	0.00	0.01	0.05	0.06	0.01	8.20	0.61	0.00	0.61	74.39	8.90	0.48	53.93	1.09	0.64	0.00	0.00	0.00	43.50	0.00	43.50	43.50	0.00	43.50	0.00	0.01	43.51	9.57	0.00	9.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.81	1.81	0.00	0.00	0.00	0.00	1.81	1.81	0.00	0.18	0.18	0.43	0.23	0.66	0.35	0.00	0.00	0.00	0.00	0.43	0.23	0.66	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.50	0.00	0.00	0.00	0.00	1.59	1.81	3.40	43.73	0.00	43.73	45.32	1.81	47.13	0.00	10.57	0.18	10.75	0.00
AL	1985	USGS	01	025	28.00	20.27	0.00	20.27	1.43	0.00	1.43	0.00	0.00	0.00	1.43	0.00	1.43	70.55	0.00	0.00	0.00	0.00	0.00	0.14	0.14	0.03	7.73	0.58	0.00	0.58	75.03	20.27	1.15	56.73	1.73	0.66	0.11	0.00	0.11	20.00	0.00	20.00	20.11	0.00	20.11	0.00	0.14	20.25	4.46	0.00	4.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33	0.33	0.00	0.00	0.00	0.00	0.33	0.33	0.00	0.00	0.00	0.21	0.16	0.37	0.25	0.00	0.00	0.00	0.00	0.21	0.16	0.37	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	4.00	0.78	0.00	0.00	0.00	0.00	2.33	0.33	2.66	20.16	0.00	20.16	22.49	0.33	22.82	0.00	5.40	0.00	5.40	0.00
AL	1985	USGS	01	027	13.60	6.02	0.00	6.02	0.00	0.91	0.91	0.00	0.00	0.00	0.91	0.00	0.91	151.16	0.00	0.00	0.04	0.00	0.04	0.09	0.13	0.03	7.58	0.57	0.00	0.57	75.20	6.02	0.45	74.75	1.02	0.60	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.01	0.00	0.37	0.38	0.08	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.47	0.25	0.72	0.50	0.00	0.00	0.00	0.00	0.47	0.25	0.72	0.50	0.00	0.01	0.00	0.01	0.03	0.00	0.03	0.00	0.01	0.00	0.00	0.00	0.00	2.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	1.08	0.00	1.08	1.18	0.00	1.18	2.26	0.00	2.26	0.00	1.22	0.00	1.22	0.00
AL	1985	USGS	01	029	12.90	0.30	4.22	4.52	0.03	0.41	0.44	0.00	0.00	0.00	0.44	0.00	0.44	97.35	0.00	0.00	0.67	0.00	0.67	0.04	0.71	0.16	8.38	0.63	0.00	0.63	75.18	4.52	0.28	61.95	0.91	0.65	0.00	0.00	0.00	0.88	0.00	0.88	0.88	0.00	0.88	0.00	0.12	1.00	0.22	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.41	0.16	0.57	0.43	0.00	0.00	0.00	0.00	0.41	0.16	0.57	0.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.11	0.00	0.00	0.00	0.00	1.74	0.00	1.74	1.45	0.00	1.45	3.19	0.00	3.19	0.00	1.46	0.00	1.46	0.00
AL	1985	USGS	01	031	40.50	32.93	0.00	32.93	4.15	0.00	4.15	0.00	0.00	0.00	4.15	0.00	4.15	126.02	0.00	0.00	0.04	0.00	0.04	0.42	0.46	0.10	7.57	0.57	0.00	0.57	75.30	32.93	3.33	101.12	3.90	0.80	2.34	0.00	2.34	0.00	0.00	0.00	2.34	0.00	2.34	0.00	0.40	2.74	0.60	0.00	0.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.86	0.50	2.36	1.92	0.00	0.00	0.00	0.00	1.86	0.50	2.36	1.92	0.48	4.35	0.00	4.83	13.00	0.00	13.00	0.00	3.62	0.00	0.00	0.00	0.00	5.00	0.00	5.00	2.50	0.00	0.00	0.00	0.00	9.44	0.00	9.44	4.85	0.00	4.85	14.29	0.00	14.29	0.00	7.04	0.00	7.04	0.00
AL	1985	USGS	01	033	54.30	14.00	36.00	50.00	1.76	4.57	6.33	0.00	0.00	0.00	6.33	0.00	6.33	126.60	0.00	0.00	0.01	0.00	0.01	0.63	0.64	0.14	4.30	0.32	0.00	0.32	74.42	50.00	4.94	98.80	5.26	0.67	2.02	0.00	2.02	59.44	0.00	59.44	61.46	0.00	61.46	0.00	0.76	62.22	13.69	0.00	13.69	0.00	0.00	0.00	1167.00	0.00	1167.00	1167.00	1167.00	0.00	1167.00	0.18	0.00	0.18	7813.25	0.00	0.00	0.00	1167.00	0.00	1167.00	1167.00	1167.00	0.00	1167.00	0.18	0.00	0.18	7813.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.34	0.21	0.55	0.51	0.00	0.00	0.00	0.00	0.34	0.21	0.55	0.51	0.26	0.78	0.00	1.04	2.34	0.00	2.34	0.00	0.78	20777.00	1747.23	0.00	0.00	5.00	0.00	5.00	2.75	0.00	0.00	0.00	0.00	4.71	0.00	4.71	1232.00	0.00	1232.00	1236.71	0.00	1236.71	0.00	15.97	0.00	15.97	0.00
AL	1985	USGS	01	035	16.00	10.56	0.00	10.56	1.11	0.00	1.11	0.00	0.00	0.00	1.11	0.00	1.11	105.11	0.00	0.00	0.01	0.00	0.01	0.11	0.12	0.03	5.44	0.41	0.00	0.41	75.37	10.56	0.92	87.12	1.33	0.47	0.01	0.00	0.01	0.01	0.00	0.01	0.02	0.00	0.02	0.00	0.08	0.10	0.02	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.17	0.21	0.38	0.31	0.00	0.00	0.00	0.00	0.17	0.21	0.38	0.31	0.00	0.14	0.00	0.14	0.61	0.00	0.61	0.00	0.11	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.88	0.00	0.00	0.00	0.00	1.71	0.01	1.72	0.36	0.00	0.36	2.07	0.01	2.08	0.00	0.94	0.00	0.94	0.00
AL	1985	USGS	01	037	11.30	3.11	4.05	7.16	0.04	0.21	0.25	0.00	0.00	0.00	0.25	0.00	0.25	34.92	0.00	0.00	0.02	0.00	0.02	0.02	0.04	0.01	4.14	0.31	0.00	0.31	74.88	7.16	0.22	30.73	0.53	0.33	0.01	0.00	0.01	0.01	0.00	0.01	0.02	0.00	0.02	0.00	0.01	0.03	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.12	0.34	0.17	0.00	0.00	0.00	0.00	0.22	0.12	0.34	0.17	0.00	0.02	0.00	0.02	0.04	0.00	0.04	0.00	0.01	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.07	0.00	0.00	0.00	0.00	0.60	0.00	0.60	0.36	0.00	0.36	0.96	0.00	0.96	0.00	0.53	0.00	0.53	0.00
AL	1985	USGS	01	039	37.00	29.33	0.00	29.33	3.00	0.00	3.00	0.00	0.00	0.00	3.00	0.00	3.00	102.28	0.00	0.00	0.10	0.00	0.10	0.30	0.40	0.09	7.67	0.57	0.00	0.57	74.32	29.33	2.33	79.44	2.90	0.73	0.01	0.00	0.01	0.01	0.00	0.01	0.02	0.00	0.02	0.00	0.37	0.39	0.08	0.00	0.08	0.00	0.00	0.00	2.11	0.00	2.11	2.11	2.11	0.00	2.11	2.10	0.00	2.10	7.13	0.00	0.00	0.00	2.11	0.00	2.11	2.11	2.11	0.00	2.11	2.10	0.00	2.10	7.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.48	0.86	2.34	1.48	0.00	0.00	0.00	0.00	1.48	0.86	2.34	1.48	0.02	0.79	0.00	0.81	1.82	0.00	1.82	0.00	0.61	750.00	23.25	0.00	0.00	7.00	0.00	7.00	3.27	0.00	0.00	0.00	0.00	5.18	0.00	5.18	3.77	0.00	3.77	8.95	0.00	8.95	0.00	5.09	0.00	5.09	0.00
AL	1985	USGS	01	041	13.80	11.59	0.00	11.59	1.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	86.28	0.00	0.00	0.01	0.00	0.01	0.10	0.11	0.02	2.21	0.17	0.00	0.17	76.92	11.59	0.87	75.06	1.04	0.23	0.01	0.00	0.01	0.01	0.00	0.01	0.02	0.00	0.02	0.00	0.03	0.05	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.31	1.30	1.19	0.00	0.00	0.00	0.00	0.99	0.31	1.30	1.19	0.16	3.08	0.00	3.24	7.26	0.00	7.26	0.00	2.43	0.00	0.00	0.00	0.00	2.00	0.00	2.00	0.50	0.00	0.00	0.00	0.00	2.34	0.00	2.34	3.40	0.00	3.40	5.74	0.00	5.74	0.00	3.88	0.00	3.88	0.00
AL	1985	USGS	01	043	64.20	4.00	59.56	63.56	0.19	8.00	8.19	0.00	0.00	0.00	8.19	0.00	8.19	128.85	0.00	0.00	0.00	0.00	0.00	0.82	0.82	0.18	0.64	0.05	0.00	0.05	78.13	63.56	5.37	84.49	5.42	0.43	0.00	0.00	0.00	1.60	0.00	1.60	1.60	0.00	1.60	0.00	2.00	3.60	0.79	0.00	0.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.03	0.00	0.00	0.00	0.03	0.00	0.03	0.03	0.00	0.03	4.29	0.81	5.10	5.10	0.00	0.00	0.00	0.00	4.29	0.81	5.10	5.10	0.00	0.16	0.00	0.16	0.35	0.00	0.35	0.00	0.12	0.00	0.00	0.00	0.00	3.00	0.00	3.00	2.66	0.00	0.00	0.00	0.00	4.56	0.00	4.56	10.57	0.00	10.57	15.13	0.00	15.13	0.00	6.65	0.00	6.65	0.00
AL	1985	USGS	01	045	46.10	41.10	0.00	41.10	6.13	0.00	6.13	0.00	0.00	0.00	6.13	0.00	6.13	149.15	0.00	0.00	0.02	0.00	0.02	0.61	0.63	0.14	5.00	0.37	0.00	0.37	74.00	41.10	5.42	131.87	5.79	0.75	0.01	0.00	0.01	0.01	0.00	0.01	0.02	0.00	0.02	0.00	0.10	0.12	0.02	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.81	0.35	1.16	0.63	0.00	0.00	0.00	0.00	0.81	0.35	1.16	0.63	0.06	1.46	0.00	1.52	3.41	0.00	3.41	0.00	1.14	0.00	0.00	0.00	0.00	7.00	0.00	7.00	1.92	0.00	0.00	0.00	0.00	7.40	0.00	7.40	1.82	0.00	1.82	9.22	0.00	9.22	0.00	2.68	0.00	2.68	0.00
AL	1985	USGS	01	047	54.70	38.15	0.00	38.15	5.34	0.00	5.34	0.00	0.00	0.00	5.34	0.00	5.34	139.97	0.00	0.00	0.15	0.00	0.15	0.53	0.68	0.15	16.55	1.24	0.00	1.24	74.92	38.15	3.85	100.92	5.09	1.51	0.78	0.00	0.78	18.00	0.00	18.00	18.78	0.00	18.78	0.00	0.96	19.74	4.34	0.00	4.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.26	1.62	5.88	1.95	0.00	0.00	0.00	0.00	4.26	1.62	5.88	1.95	0.00	0.11	0.00	0.11	0.37	0.00	0.37	0.00	0.08	0.00	0.00	0.00	0.00	2.00	0.00	2.00	4.92	0.00	0.00	0.00	0.00	11.77	0.00	11.77	19.73	0.00	19.73	31.50	0.00	31.50	0.00	8.03	0.00	8.03	0.00
AL	1985	USGS	01	049	55.20	4.26	22.65	26.91	0.42	2.82	3.24	0.00	0.00	0.00	3.24	0.00	3.24	120.40	0.00	0.00	0.04	0.00	0.04	0.32	0.36	0.08	28.29	2.12	0.00	2.12	74.94	26.91	2.02	75.07	4.14	2.26	0.52	0.00	0.52	0.12	0.00	0.12	0.64	0.00	0.64	0.00	0.90	1.54	0.34	0.00	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.01	1.81	0.45	2.26	2.14	0.00	0.00	0.00	0.00	1.81	0.45	2.26	2.14	0.00	1.16	0.00	1.16	3.11	0.00	3.11	0.00	0.87	0.00	0.00	0.00	0.00	4.00	0.00	4.00	1.72	0.00	0.00	0.00	0.00	4.92	0.00	4.92	4.55	0.00	4.55	9.47	0.00	9.47	0.00	5.70	0.00	5.70	0.00
AL	1985	USGS	01	051	47.40	20.00	24.48	44.48	1.47	1.50	2.97	0.00	0.00	0.00	2.97	0.00	2.97	66.77	0.00	0.00	0.02	0.00	0.02	0.30	0.32	0.07	2.92	0.22	0.00	0.22	75.34	44.48	2.22	49.91	2.44	0.38	0.00	0.00	0.00	0.06	0.00	0.06	0.06	0.00	0.06	0.00	0.45	0.51	0.11	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.21	0.46	0.39	0.00	0.00	0.00	0.00	0.25	0.21	0.46	0.39	0.14	0.72	0.00	0.86	1.45	0.00	1.45	0.00	0.64	11417.37	1003.82	0.00	0.00	3.00	0.00	3.00	0.86	0.00	0.00	0.00	0.00	2.10	0.00	2.10	2.49	0.00	2.49	4.59	0.00	4.59	0.00	1.59	0.00	1.59	0.00
AL	1985	USGS	01	053	36.00	35.71	0.00	35.71	4.40	0.00	4.40	0.00	0.00	0.00	4.40	0.00	4.40	123.21	0.00	0.00	0.02	0.00	0.02	0.44	0.46	0.10	0.29	0.02	0.00	0.02	68.97	35.71	3.20	89.61	3.22	0.24	0.78	0.00	0.78	28.00	0.00	28.00	28.78	0.00	28.78	0.00	0.76	29.54	6.50	0.00	6.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.36	0.68	1.04	0.00	0.00	0.00	0.36	0.68	1.04	0.36	0.00	0.36	0.23	0.23	0.46	0.37	0.00	0.00	0.00	0.00	0.23	0.23	0.46	0.37	0.24	0.16	0.00	0.40	1.08	0.00	1.08	0.00	0.30	0.00	0.00	0.00	0.00	4.00	0.00	4.00	2.29	0.00	0.00	0.00	0.00	6.05	0.68	6.73	28.39	0.00	28.39	34.44	0.68	35.12	0.00	7.87	0.00	7.87	0.00
AL	1985	USGS	01	055	103.50	26.62	75.84	102.46	2.83	16.47	19.30	0.00	0.00	0.00	19.30	0.00	19.30	188.37	0.00	0.00	0.01	0.00	0.01	1.93	1.94	0.43	1.04	0.08	0.00	0.08	76.92	102.46	9.02	88.03	9.10	0.71	0.00	0.00	0.00	97.30	0.00	97.30	97.30	0.00	97.30	0.00	8.35	105.65	23.24	0.00	23.24	0.00	0.00	0.00	155.00	0.00	155.00	155.00	155.00	0.00	155.00	1.00	0.00	1.00	815.88	0.00	0.00	0.00	155.00	0.00	155.00	155.00	155.00	0.00	155.00	1.00	0.00	1.00	815.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.15	0.40	1.55	1.02	0.00	0.00	0.00	0.00	1.15	0.40	1.55	1.02	0.00	0.29	0.00	0.29	1.31	0.00	1.31	0.00	0.22	0.00	0.00	0.00	0.00	6.00	0.00	6.00	14.47	0.00	0.00	0.00	0.00	4.07	0.00	4.07	269.46	0.00	269.46	273.53	0.00	273.53	0.00	26.62	0.00	26.62	0.00
AL	1985	USGS	01	057	18.90	2.06	9.40	11.46	0.10	1.46	1.56	0.00	0.00	0.00	1.56	0.00	1.56	136.13	0.00	0.00	0.03	0.00	0.03	0.16	0.19	0.04	7.44	0.56	0.00	0.56	75.27	11.46	1.04	90.75	1.60	0.63	0.00	0.00	0.00	0.20	0.00	0.20	0.20	0.00	0.20	0.00	0.36	0.56	0.12	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.58	0.01	0.59	0.00	0.00	0.00	0.58	0.01	0.59	0.58	0.00	0.58	0.17	0.12	0.29	0.19	0.00	0.00	0.00	0.00	0.17	0.12	0.29	0.19	0.00	0.01	0.00	0.01	0.04	0.00	0.04	0.00	0.01	0.00	0.00	0.00	0.00	2.00	0.00	2.00	0.73	0.00	0.00	0.00	0.00	1.44	0.01	1.45	1.79	0.00	1.79	3.23	0.01	3.24	0.00	1.57	0.00	1.57	0.00
